Breed ,Dog_Size,Dog_Breed_Group,Height,Avg_Height,Weight,Avg_Weight,Avg_weight_kg,Life_Span,Avg_Life_Span,Adaptability,Apartment_Living,Novice_Owners,Sensitivity,Tolerates_Being_Alone,Cold_Weather,Hot_Weather,Overall_Friendliness,Affectionate_Family,Kid_Friendly,Dog_Friendly,Friendly_To_Strangers,Health_Grooming_Needs,Shedding,Drooling,Easy_To_Groom,Health,Weight_Gain,Size,Trainability,Easy_To_Train,Intelligence,Mouthiness,Prey_Drive,Bark_Tendency,Wanderlust,Physical_Needs,Energy_Level,Intensity,Exercise,Playfulness,Image
Petit Basset Griffon Vendéen,Large,Hound Dogs,13 to 15 inches tall at the shoulder,35.56,30 to 40 pounds,35,15.75,Starts at 14 years,14,3.4,4,3,3,3,4,3,5,5,5,5,5,2.8,4,1,2,3,4,2,3.6,1,4,3,5,5,5,4.67,5,4,5,5,https://www.dogtime.com/assets/uploads/2011/01/file_23036_petit-basset-griffon-vendeen-300x189.jpg
Pharaoh Hound,Very Large,Hound Dogs,21 to 25 inches tall at the shoulder,58.42,45 to 55 pounds,50,22.5,11 to 14 years,12,3.2,4,4,5,2,1,5,5,5,5,5,4,3,2,1,4,5,3,3,4,3,4,4,5,4,4,3,2,3,4,4,https://www.dogtime.com/assets/uploads/2011/01/file_23038_pharaoh-hound-300x189.jpg
Pitsky,Very Large,Mixed Breed Dogs,16 to 25 inches ,52.07,30 to 80 pounds ,55,24.75,12 to 16 years ,14,2.2,2,1,4,1,3,3,4.33,5,5,3,5,3,4,2,3,4,2,3,3.4,3,3,4,3,4,4,4.33,4,4,5,5,https://www.dogtime.com/assets/uploads/2019/07/pitsky-mixed-dog-breed-pictures-cover-650x368.jpg
Plott,Very Large,Hound Dogs,20 to 27 inches tall at the shoulder,59.69,40 to 75 pounds,57,25.88,12 to 14 years,13,2,1,1,4,2,2,4,4,4,3,5,3,3.2,2,1,5,5,3,3,3.2,4,3,3,5,1,5,4.33,4,4,5,3,https://www.dogtime.com/assets/uploads/2011/01/file_23040_plott-300x189.jpg
Pocket Beagle,Small,Hound Dogs,7 to 12 inches tall at the shoulder,24.13,7 to 15 pounds,11,4.95,Starts at 10 years,10,3,4,3,4,2,2,4,5,5,5,5,4,3.4,3,1,5,3,5,2,3.8,3,4,4,3,5,5,4,4,4,4,4,https://www.dogtime.com/assets/uploads/2011/01/file_23234_pocket-beagle-300x189.jpg
Pointer,Very Large,Sporting Dogs,23 inches to 28 inches tall at the shoulder,64.77,45 to 75 pounds,60,27,12 to 15 years,14,1.6,1,1,3,1,2,4,5,5,5,5,5,3,3,1,5,3,3,3,4.6,5,5,5,5,3,5,5,5,5,5,5,https://www.dogtime.com/assets/uploads/2011/01/file_22992_pointer-300x189.jpg
Polish Lowland Sheepdog,Very Large,Herding Dogs,17 to 20 inches tall at the shoulder,46.99,35 to 55 pounds,45,20.25,10 to 12 years,11,3.4,4,2,4,3,4,4,4,5,4,3,3,2,1,1,1,4,3,3,3.2,4,4,3,3,2,3,3.67,4,3,4,4,https://www.dogtime.com/assets/uploads/2011/01/file_23194_polish-lowland-sheepdog-300x189.jpg
Pomapoo,Small,Mixed Breed Dogs,8 to 10 inches,22.86,5 to 15 pounds,10,4.5,12 to 15 years ,14,3.6,5,5,4,1,3,2,3.67,5,3,3,3,2.4,3,1,1,3,4,1,3.2,4,4,3,2,3,1,3,3,3,3,4,https://www.dogtime.com/assets/uploads/2019/08/pomapoo-mixed-dog-breed-pictures-cover-650x368.jpg
Pomchi,Small,Mixed Breed Dogs,6 to 10 inches,20.32,4 to 12 pounds,8,3.6,12 to 18 years,15,3,4,3,3,3,2,4,3.33,4,3,3,3,3,3,1,2,5,4,1,3.6,3,4,4,3,4,3,3.33,3,4,3,4,https://www.dogtime.com/assets/uploads/2019/08/pomchi-mixed-dog-breed-pictures-cover-650x368.jpg
Pomeagle,Medium,Mixed Breed Dogs,6 to 11 inches ,21.59,5 to 25 pounds ,15,6.75,12 to 15 years ,14,3.2,4,4,4,1,3,2,3.67,5,3,3,3,2.8,4,1,2,3,4,1,3.2,3,2,3,3,5,4,3.33,4,3,3,4,https://www.dogtime.com/assets/uploads/2019/08/pomeagle-mixed-dog-breed-pictures-cover-650x368.jpg
Pomeranian,Very Small,Companion Dogs,7 to 12 inches tall at the shoulder,24.13,3 to 7 pounds,5,2.25,12 to 16 years,14,3.4,4,4,4,1,4,2,3,5,2,2,3,2.8,4,1,2,3,4,1,3.4,4,4,2,2,5,1,2.33,3,2,2,3,https://www.dogtime.com/assets/uploads/2011/01/file_23122_pomeranian-300x189.jpg
Pomsky,Medium,Mixed Breed Dogs,10 to 15 inches,31.75,7 to 38 pounds,22,10.12,12 to 15 years,14,3.4,5,2,4,1,5,3,3.33,5,2,3,3,2.6,4,1,2,3,3,2,3.8,3,4,3,4,5,2,3,4,2,3,4,https://www.dogtime.com/assets/uploads/2017/10/pomsky-dog-breed-pictures-header-300x170.jpg
Poochon,Small,Mixed Breed Dogs,9 to 15 inches ,30.48,6 to 17 pounds ,11,5.18,12 to 15 years,14,3.8,5,5,5,1,3,4,4.67,5,5,4,4,2,1,1,1,3,4,2,3.4,5,4,3,3,2,2,3.67,4,3,4,5,https://www.dogtime.com/assets/uploads/2019/07/poochon-mixed-dog-breed-pictures-cover-650x368.jpg
Poodle,Large,Companion Dogs,From 10 to over 22 inches tall at the shoulder,40.64,6 to 70 pounds,38,17.1,12 to 15 years,14,3.6,5,5,4,1,3,4,4.67,5,5,4,4,1.8,1,1,1,2,4,4,3.6,5,5,4,2,2,3,3.67,4,3,4,5,https://www.dogtime.com/assets/uploads/2011/01/file_23200_poodle-300x189.jpg
Portuguese Podengo Pequeno,Small,Hound Dogs,8 to 12 inches,25.4,9 to 13 pounds,11,4.95,12 to 15 years,14,3.4,5,4,3,3,2,3,4,4,4,4,4,2.8,3,1,4,4,2,1,3.6,4,3,3,4,4,3,3.67,5,3,3,3,https://www.dogtime.com/assets/uploads/2019/09/Portuguese-Podengo-Pequeno-dog-breed-pictures-cover-650x368.jpg
Portuguese Pointer,Very Large,Sporting Dogs,20 to 22 inches,53.34,35 to 59 pounds,47,21.15,12 to 14 years,13,2,1,1,4,1,3,3,3.33,4,4,2,4,3.2,1,3,4,4,4,3,3.4,4,4,3,4,2,3,4.33,4,5,4,4,https://www.dogtime.com/assets/uploads/2020/07/portuguese-pointer-dog-breed-pictures-cover-650x368.jpg
Portuguese Sheepdog,Very Large,Herding Dogs,16 to 22 inches ,48.26,37 to 59 pounds ,48,21.6,12 to 13 years ,12,2.8,2,2,4,2,4,3,4,4,4,4,2,3.2,2,1,4,5,4,4,3.4,3,5,3,2,4,2,3.67,4,3,4,3,https://www.dogtime.com/assets/uploads/2020/07/portuguese-sheepdog-breed-pictures-cover-650x368.jpg
Portuguese Water Dog,Very Large,Working Dogs,17 inches to 23 inches tall at the shoulder,50.8,35 to 60 pounds,47,21.38,10 to 14 years,12,3.4,4,3,4,2,4,3,5,5,5,5,3,2.2,1,1,2,4,3,3,4,4,5,5,3,3,3,4.33,5,3,5,5,https://www.dogtime.com/assets/uploads/2011/01/file_22940_portuguese-water-dog-300x189.jpg
Pudelpointer,Very Large,Working Dogs,21 to 27 inches,60.96,40 to 65 pounds,52,23.62,10 to 14 years,12,2.2,2,3,1,2,3,3,3.33,4,3,3,3,3,3,2,3,4,3,4,3.4,4,4,3,4,2,4,4,4,3,5,3,https://www.dogtime.com/assets/uploads/2020/09/pudelpointer-dog-breed-pictures-cover-650x368.jpg
Pug,Medium,Companion Dogs,10 to 14 inches tall at the shoulder,30.48,14 to 18 pounds,16,7.2,12 to 15 years,14,3.2,5,5,3,1,2,1,4.33,5,4,4,4,3.4,5,1,5,1,5,2,2.4,3,2,2,3,2,2,3.33,3,4,3,5,https://www.dogtime.com/assets/uploads/2011/01/file_23124_pug-300x189.jpg
Pugalier,Medium,Mixed Breed Dogs,10 to 14 inches,30.48,10 to 20 pounds,15,6.75,12 to 15 years ,14,3.8,5,5,5,2,2,2,5,5,5,5,5,3.4,4,1,4,3,5,2,3.2,4,3,3,3,3,2,3,3,3,3,5,https://www.dogtime.com/assets/uploads/2019/11/pugalier-mixed-dog-breed-pictures-cover-650x368.jpg
Puggle,Medium,Hybrid Dogs,13 to 15 inches tall at the shoulder,35.56,18 to 30 pounds,24,10.8,10 to 15 years,12,3.6,4,5,3,3,3,3,4.33,3,5,5,5,3.6,3,1,5,4,5,2,2.8,2,3,3,2,4,5,2.67,3,2,3,3,https://www.dogtime.com/assets/uploads/2011/01/file_23212_puggle-300x189.jpg
Puginese,Medium,Mixed Breed Dogs,6 to 14 inches,25.4,7 to 18 pounds,12,5.62,12 to 14 years,13,4,5,3,5,4,3,1,3,4,3,2,2,3.2,3,1,4,3,5,2,2.25,2,2,2,,3,1,3,3,3,3,4,https://www.dogtime.com/assets/uploads/2020/03/puginese-mixed-dog-breed-pictures-cover-650x368.jpg
Puli,Large,Herding Dogs,16 to 17 inches tall at the shoulder,41.91,25 to 35 pounds,30,13.5,10 to 15 years,12,3,4,1,4,2,4,3,5,5,5,5,2,2.2,1,1,1,5,3,3,3.4,2,4,3,4,4,5,5,5,5,5,5,https://www.dogtime.com/assets/uploads/2011/01/file_23196_puli-300x189.jpg
Pyredoodle,Very Large,Mixed Breed Dogs,15 to 32 inches,59.69,85 to 100 pounds,92,41.62,10 to 12 years,11,3.4,3,4,3,3,4,3,4.33,5,4,4,3,2.8,2,2,3,4,3,4,3.2,3,5,3,2,3,5,3.67,4,3,4,5,https://www.dogtime.com/assets/uploads/2020/03/pyredoodle-mixed-dog-breed-pictures-cover-650x368.jpg
Pyrenean Mastiff,Very Large,Working Dogs,24 to 31 inches,69.85,130 to 200 pounds,164,74.25,10 to 13 years,12,3.2,2,2,4,4,4,3,4,4,4,4,1,3.4,3,5,3,4,2,5,2.8,3,4,2,2,3,1,3.67,4,4,3,3,https://www.dogtime.com/assets/uploads/2020/08/Pyrenean-Mastiff-Dog-Breed-Pictures-cover-650x368.jpg
Pyrenean Shepherd,Large,Herding Dogs,15 to 21 inches tall at the shoulder,45.72,25 to 30 pounds,27,12.38,15 to 17 years,16,3.2,5,2,4,1,4,3,4,5,5,2,2,2.4,3,1,3,2,3,2,3.6,2,4,3,4,5,2,4.67,4,5,5,5,https://www.dogtime.com/assets/uploads/2011/01/file_23246_pyrenean-shepherd-300x189.jpg
Rat Terrier,Medium,Terrier Dogs,13 to 16 inches tall at the shoulder,36.83,10 to 25 pounds,17,7.88,13 to 18 years,16,3.2,5,3,4,3,1,4,4,4,5,3,4,3.4,4,1,5,4,3,1,3.8,5,4,2,4,4,4,4.33,5,4,4,5,https://www.dogtime.com/assets/uploads/2011/01/file_23226_rat-terrier-dog-breed-300x189.jpg
Redbone Coonhound,Very Large,Hound Dogs,21 to 27 inches tall at the shoulder,60.96,45 to 70 pounds,57,25.88,10 to 12 years,11,3.2,4,2,5,2,3,2,4.67,5,5,4,3,3.4,2,4,5,3,3,3,3.8,3,4,4,4,4,5,4.33,4,4,5,5,https://www.dogtime.com/assets/uploads/2011/01/file_23248_redbone-coonhound-300x189.jpg
Rhodesian Ridgeback,Very Large,Hound Dogs,24 to 27 inches tall at the shoulder,64.77,70 to 85 pounds,77,34.88,10 to 12 years,11,2.4,1,2,4,2,3,3,4.33,5,4,4,3,3.4,4,1,5,4,3,4,3,2,4,3,5,1,5,4.33,4,4,5,5,https://www.dogtime.com/assets/uploads/2011/01/file_23042_rhodesian-ridgeback-300x189.jpg
Rottador,Very Large,Mixed Breed Dogs,24 to 27 inches,64.77,70 to 115 pounds,92,41.62,10 to 12 years,11,3,3,2,5,1,4,3,4,5,4,3,3,4,4,4,5,2,5,4,4,4,5,4,3,4,3,5,5,5,5,5,https://www.dogtime.com/assets/uploads/2019/11/rottador-mixed-dog-breed-pictures-cover-650x368.jpg
Rottle,Very Large,Mixed Breed Dogs,12 to 27 inches,49.53,60 to 90 pounds,74,33.75,9 to 15 years,12,3.2,4,3,3,3,3,3,4,5,4,3,3,3,2,2,4,4,3,3,3.6,5,5,3,3,2,2,3.67,4,3,4,5,https://www.dogtime.com/assets/uploads/2019/12/rottle-mixed-dog-breed-pictures-cover-650x368.jpg
Rottweiler,Very Large,Working Dogs,22 to 27 inches tall at the shoulder,62.23,85 to 130 pounds,107,48.38,8 to 11 years,10,2,2,1,4,1,2,3,3.67,5,4,2,4,4,4,4,5,2,5,3,4,4,5,3,4,4,2,4,4,4,4,5,https://www.dogtime.com/assets/uploads/2011/01/file_22942_rottweiler-300x189.jpg
Saint Berdoodle,Very Large,Mixed Breed Dogs,15 to 30 inches,57.15,40 to 180 pounds,109,49.5,8 to 12 years,10,3.2,2,5,3,2,4,3,5,5,5,5,4,3,3,1,4,4,3,4,3.4,4,4,3,3,3,3,3,3,3,3,3,https://www.dogtime.com/assets/uploads/2019/08/saint-berdoodle-mixed-dog-breed-pictures-cover-650x368.jpg
Saint Bernard,Very Large,Working Dogs,26 inches to 30 inches tall at the shoulder,71.12,120 to 180 pounds,149,67.5,8 to 10 years,9,3,3,2,4,1,5,1,5,5,5,5,5,3.4,4,5,2,2,4,5,2.2,2,4,3,1,1,2,2.33,3,2,2,4,https://www.dogtime.com/assets/uploads/2011/01/file_22944_saint-bernard-300x189.jpg
Saluki,Very Large,Hound Dogs,23 to 28 inches tall at the shoulder,64.77,35 to 70 pounds,52,23.62,12 to 14 years,13,2.2,1,2,5,1,2,3,4.33,5,4,4,1,2.4,2,1,4,4,1,4,3.6,4,4,4,5,1,5,4,5,2,5,5,https://www.dogtime.com/assets/uploads/2011/01/file_23044_saluki-300x189.jpg
Samoyed,Very Large,Working Dogs,19 inches to 24 inches tall at the shoulder,54.61,50 to 60 pounds,55,24.75,12 to 14 years,13,3,2,2,4,2,5,1,5,5,5,5,5,3,5,2,1,3,4,3,3.4,3,3,3,5,3,4,4,5,2,5,5,https://www.dogtime.com/assets/uploads/2011/01/file_22946_Samoyed-dog-breed-300x189.jpg
Samusky,Very Large,Mixed Breed Dogs,20 to 24 inches,55.88,45 to 60 pounds,52,23.62,12 to 15 years,14,3,2,3,3,2,5,3,4.33,4,5,4,4,3,4,2,2,3,4,4,3.2,3,5,3,3,2,4,4,5,3,4,5,https://www.dogtime.com/assets/uploads/2019/12/samusky-mixed-dog-breed-pictures-cover-650x368.jpg
Schipperke,Medium,Companion Dogs,10 to 15 inches tall at the shoulder,31.75,11 to 18 pounds,14,6.52,13 to 15 years,14,3.2,4,2,4,3,3,2,3.67,4,5,2,2,3.6,3,1,5,4,5,1,3,2,4,3,2,4,5,4.33,5,3,5,5,https://www.dogtime.com/assets/uploads/2011/01/file_23158_schipperke-300x189.jpg
Schnoodle,Very Large,Hybrid Dogs,10 to 26 inches tall at the shoulder,45.72,20 to 75 pounds,47,21.38,10 to 15 years,12,3.2,3,5,4,2,2,4,4,4,5,3,3,2.8,2,1,4,3,4,4,3.4,4,5,3,3,2,3,3.67,4,3,4,4,https://www.dogtime.com/assets/uploads/2011/01/file_23206_schnoodle-300x189.jpg
Scottish Deerhound,Very Large,Hound Dogs,28 to 32 inches tall at the shoulder,76.2,75 to 110 pounds,92,41.62,8 to 11 years,10,2.2,1,1,3,2,4,4,3.67,5,4,2,5,3,5,1,2,3,4,5,3,2,3,4,5,1,4,5,5,5,5,5,https://www.dogtime.com/assets/uploads/2011/01/file_23046_scottish-deerhound-300x189.jpg
Scottish Terrier,Medium,Terrier Dogs,Up to 10 inches tall at the shoulder,25.4,18 to 22 pounds,20,9,11 to 13 years,12,3.4,4,2,4,3,4,3,4.33,5,4,4,4,2.4,2,1,2,4,3,2,3,1,4,3,3,4,5,4,4,4,4,4,https://www.dogtime.com/assets/uploads/2011/01/file_23082_scottish-terrier-300x189.jpg
Sealyham Terrier,Medium,Terrier Dogs,Up to 10 inches tall at the shoulder,25.4,22 to 24 pounds,23,10.35,12 to 14 years,13,3.6,4,4,4,2,4,3,4,4,4,4,3,3.2,4,3,1,5,3,2,3,3,4,2,2,4,3,3.33,4,2,4,4,https://www.dogtime.com/assets/uploads/2011/01/file_23084_sealyham-terrier-300x189.jpg
Sheepadoodle,Very Large,Mixed Breed Dogs,16 to 22 inches,48.26,60 to 80 pounds,69,31.5,12 to 15 years,14,3.8,4,4,5,2,4,3,4.67,5,5,4,4,2.6,1,1,3,4,4,4,2.8,3,5,3,1,2,2,3.67,4,3,4,5,https://www.dogtime.com/assets/uploads/2020/01/sheepadoodle-mixed-dog-breed-pictures-cover-650x368.jpg
Shepsky,Very Large,Mixed Breed Dogs,20 to 25 inches,57.15,45 to 88 pounds ,66,29.92,10 to 14 years ,12,2.4,1,1,4,2,4,3,4,5,4,3,4,3,4,2,3,4,2,4,4,4,5,4,4,3,2,4.67,5,4,5,5,https://www.dogtime.com/assets/uploads/2019/08/shepsky-mixed-dog-breed-pictures-cover-650x368.jpg
Shetland Sheepdog,Medium,Herding Dogs,13 to 16 inches tall at the shoulder,36.83,Starts at 20 pounds,20,9,12 to 15 years,14,3.2,2,3,5,2,4,3,4.67,5,5,4,5,3,5,1,2,4,3,2,3.6,5,5,1,3,4,2,3.33,4,2,4,4,https://www.dogtime.com/assets/uploads/2011/01/file_23198_shetland-sheepdog-300x189.jpg
Shiba Inu,Medium,Companion Dogs,13 to 17 inches tall at the shoulder,38.1,17 to 23 pounds,20,9,12 to 16 years,14,4.2,5,4,3,5,4,3,3.33,4,3,3,3,2.8,4,1,4,3,2,2,3.4,2,4,4,3,4,4,3,4,2,3,3,https://www.dogtime.com/assets/uploads/2011/01/file_23160_shiba-inu-300x189.jpg
Shichon,Medium,Mixed Breed Dogs,9 to 12 inches,26.67,9 to 15 pounds,12,5.4,12 to 18 years,15,3.2,5,4,4,1,2,2,4.67,5,5,4,4,2.6,1,1,4,4,3,2,2.2,3,4,1,1,2,1,3,4,2,3,5,https://www.dogtime.com/assets/uploads/2020/01/shichon-mixed-dog-breed-pictures-cover-650x368.jpg
Shih-Poo,Medium,Mixed Breed Dogs,8 to 18 inches ,33.02,8 to 18 pounds ,13,5.85,13 to 17+ years ,15,3.2,5,2,4,2,3,2,3.33,5,3,2,4,2.2,1,1,2,3,4,1,2.6,2,4,3,2,2,2,2,3,1,2,4,https://www.dogtime.com/assets/uploads/2019/07/shih-poo-mixed-dog-breed-pictures-cover-650x368.jpg
Shih Tzu,Medium,Companion Dogs,9 to 10 inches tall at the shoulder,24.13,9 to 16 pounds,12,5.62,10 to 16 years,13,3.8,5,5,3,3,3,1,4.33,5,4,4,5,2.4,3,1,1,3,4,1,3.4,3,4,4,4,2,2,2.33,2,3,2,4,https://www.dogtime.com/assets/uploads/2011/01/file_23126_shih-tzu-300x189.jpg
Shikoku,Very Large,Companion Dogs,17 to 22 inches,49.53,35 to 55 pounds,45,20.25,10 to 12 years,11,3.2,3,2,3,3,5,4,3,4,3,2,2,3.6,4,1,4,5,4,3,2.8,2,4,2,4,2,3,3,3,3,3,2,https://www.dogtime.com/assets/uploads/2020/06/shikoku-dog-breed-pictures-cover-650x368.jpg
Shiloh Shepherd,Very Large,Working Dogs,26 to 30 inches ,71.12,80 to 130 pounds ,104,47.25,9 to 14 years ,12,2.8,1,2,4,2,5,4,4.67,5,5,4,5,3.6,4,3,4,3,4,5,3.8,5,5,4,1,4,3,4,4,4,4,5,https://www.dogtime.com/assets/uploads/2020/03/shiloh-shepherd-dog-breed-pictures-cover-650x368.jpg
Shiranian,Small,Mixed Breed Dogs,7 to 12 inches,24.13,4 to 16 pounds ,10,4.5,12 to 16 years,14,3.2,4,4,4,2,2,1,3.67,5,3,3,4,2.2,2,2,2,2,3,2,2,2,4,1,1,2,2,2.33,2,3,2,4,https://www.dogtime.com/assets/uploads/2019/09/shiranian-mixed-dog-breed-pictures-cover-650x368.jpg
Shollie,Very Large,Mixed Breed Dogs,21 to 29 inches,63.5,70 to 80 pounds,74,33.75,13 to 15 years,14,2.4,1,2,3,2,4,4,3.67,4,4,3,2,3.2,4,2,3,3,4,4,3.4,4,4,3,3,3,4,4.33,5,4,4,4,https://www.dogtime.com/assets/uploads/2019/11/shollie-mixed-dog-breed-pictures-cover-650x368.jpg
Shorkie,Small,Mixed Breed Dogs,6 to 14 inches,25.4,5 to 15 pounds ,10,4.5,11 to 16 years ,14,2.8,5,3,3,1,2,2,3,4,3,2,3,2.4,2,1,4,2,3,1,3,2,3,2,4,4,3,3,4,3,2,5,https://www.dogtime.com/assets/uploads/2019/08/shorkie-mixed-dog-breed-pictures-cover-650x368.jpg
Siberian Husky,Very Large,Working Dogs,20 to 23 inches tall at the shoulder,54.61,35 to 60 pounds,47,21.38,12 to 15 years,14,2.6,2,1,4,1,5,3,5,5,5,5,5,3,4,3,2,4,2,3,3.4,2,3,4,3,5,5,4.33,5,3,5,5,https://www.dogtime.com/assets/uploads/2011/01/file_22948_siberian-husky-300x189.jpg
Silken Windhound,Large,Hound Dogs,18 to 23.5 inches,38.95,20 to 55 pounds,37,16.88,14 to 20 years,17,3.6,4,4,4,2,4,4,4,5,4,3,4,2.8,2,2,4,4,2,3,3.6,5,4,3,5,1,4,3.33,4,2,4,5,https://www.dogtime.com/assets/uploads/2018/07/silken-windhound-dog-breed-pictures-cover-650x368.jpg
Silky Terrier,Small,Companion Dogs,9 to 10 inches tall at the shoulder,24.13,8 to 10 pounds,9,4.05,12 to 15 years,14,3,5,3,3,3,1,4,3,4,3,2,3,2.8,2,1,4,4,3,1,3.8,4,4,2,5,4,3,3.67,4,4,3,4,https://www.dogtime.com/assets/uploads/2011/01/file_23128_silky-terrier-300x189.jpg
Skye Terrier,Large,Terrier Dogs,9 to 10 inches tall at the shoulder,24.13,25 to 40 pounds,32,14.62,12 to 14 years,13,3.4,4,4,3,2,4,4,3.33,4,4,2,5,3,3,1,3,5,3,2,3.4,2,4,3,4,4,4,3.33,3,4,3,4,https://www.dogtime.com/assets/uploads/2011/01/file_23086_skye-terrier-300x189.jpg
Sloughi,Very Large,Hound Dogs,24 to 29 inches tall at the shoulder,67.31,40 to 63 pounds,51,23.18,12 to 16 years,14,3,4,2,4,3,2,3,4.67,5,5,4,3,2.8,3,1,5,3,2,4,3.4,3,4,3,5,2,3,4.33,5,3,5,3,https://www.dogtime.com/assets/uploads/2011/01/file_23260_sloughi-dog-breed-picture-300x189.jpg
Small Munsterlander Pointer,Very Large,Sporting Dogs,19 to 22 inches tall at the shoulder,52.07,40 to 60 pounds,50,22.5,12 to 14 years,13,3,1,2,3,4,5,3,5,5,5,5,4,3,3,1,3,5,3,3,4.2,5,5,3,5,3,4,4.67,4,5,5,4,https://www.dogtime.com/assets/uploads/2011/01/file_23256_small-munsterlander-pointer-300x189.jpg
Soft Coated Wheaten Terrier,Large,Terrier Dogs,17 to 19 inches tall at the shoulder,45.72,30 to 40 pounds,35,15.75,12 to 15 years,14,3.4,5,4,4,2,2,3,5,5,5,5,5,2.6,2,1,3,4,3,3,3.2,4,4,2,3,3,4,3.67,4,3,4,5,https://www.dogtime.com/assets/uploads/2011/01/file_23088_soft-coated-wheaten-terrier-300x189.jpg
Spanish Mastiff,Very Large,Working Dogs,26 to 35 inches,77.47,140 to 220 pounds,179,81,10 to 12 years,11,2.6,2,1,3,3,4,3,3.33,4,4,2,2,3,3,2,3,4,3,5,2,2,4,2,1,1,2,2.67,3,2,3,4,https://www.dogtime.com/assets/uploads/2020/01/spanish-mastiff-dog-breed-pictures-cover-650x368.jpg
Spinone Italiano,Very Large,Sporting Dogs,22 to 28 inches,63.5,61 to 86 pounds,73,33.08,10 to 14 years,12,3.8,4,4,5,2,4,3,5,5,5,5,5,2.8,3,4,2,3,2,4,3.2,4,4,2,4,2,2,3.33,4,2,4,4,https://www.dogtime.com/assets/uploads/2018/08/spinone-italiano-dog-breed-pictures-header-300x170.jpg
Springador,Very Large,Mixed Breed Dogs,18 to 24 inches,53.34,50 to 90 pounds,69,31.5,10 to 14 years,12,2.8,2,3,4,1,4,4,3.33,4,3,3,3,3,1,2,4,4,4,4,3.8,5,5,2,4,3,4,3.67,4,3,4,4,https://www.dogtime.com/assets/uploads/2019/11/springador-mixed-dog-breed-pictures-cover-650x368.jpg
Stabyhoun,Very Large,Sporting Dogs,19 to 20 inches tall at the shoulder,49.53,45 to 50 pounds,47,21.38,13 to 14 years,14,2.8,2,3,4,3,2,2,4.67,5,5,4,3,3,3,1,3,5,3,3,3.6,5,5,1,4,3,3,3.67,3,4,4,5,https://www.dogtime.com/assets/uploads/2011/01/file_23264_Stabyhoun-dog-breed-300x189.jpg
Staffordshire Bull Terrier,Large,Terrier Dogs,14 to 16 inches tall at the shoulder,38.1,24 to 38 pounds,31,13.95,12 to 14 years,13,2.6,3,1,4,2,3,1,3.67,5,5,1,5,3.6,3,3,5,3,4,2,2.4,2,3,2,2,3,4,3.33,3,3,4,5,https://www.dogtime.com/assets/uploads/2011/01/file_23292_staffordshire-bull-terrier-300x189.jpg
Staffy Bull Bullmastiff,Very Large,Hybrid Dogs,14 to 27 inches,52.07,38 to 130 pounds,83,37.8,12 to 16 years,14,2.6,4,1,3,2,3,1,3.33,5,4,1,1,2.8,3,2,4,3,2,4,2,1,3,3,2,1,2,2,1,4,1,3,https://www.dogtime.com/assets/uploads/2020/07/staffy-bullmastiff-mixed-dog-breed-pictures-cover-650x368.jpg
Standard Schnauzer,Large,Working Dogs,17 to 20 inches tall at the shoulder,46.99,30 to 50 pounds,40,18,13 to 16 years,14,3.2,4,2,4,2,4,4,3.67,4,4,3,2,2,1,1,2,5,1,3,3.6,3,5,3,5,2,5,4.33,5,3,5,5,https://www.dogtime.com/assets/uploads/2011/01/file_22950_standard-schnauzer-300x189.jpg
Sussex Spaniel,Large,Sporting Dogs,13  inch to 15 inches tall at the shoulder,35.56,35 to 45 pounds,40,18,11 to 14 years,12,4.2,5,5,5,1,5,5,5,5,5,5,5,3.4,3,1,4,4,5,2,3,3,5,2,1,4,1,1.67,2,1,2,4,https://www.dogtime.com/assets/uploads/2011/01/file_22994_sussex-spaniel-300x189.jpg
Swedish Lapphund,Large,Herding Dogs,16 to 20 inches ,45.72,30 to 45 pounds ,37,16.88,12 to 14 years,13,3,2,2,4,2,5,2,4,4,4,4,4,2.6,4,2,2,3,2,3,3.8,4,5,4,2,4,2,3.33,3,4,3,4,https://www.dogtime.com/assets/uploads/2020/08/swedish-lapphund-dog-breed-pictures-cover-650x368.jpg
Swedish Vallhund,Large,Herding Dogs,11 inches to 13 inch tall at the shoulder,30.48,22 to 35 pounds,28,12.82,12 to 15 years,14,2.8,3,1,3,3,4,3,4,5,4,3,5,3.6,4,1,5,4,4,3,3.4,5,5,2,4,1,3,4.33,5,3,5,5,https://www.dogtime.com/assets/uploads/2014/06/file_23298_Swedish-Vallhund-dog-breed-300x189.jpg
Taiwan Dog,Large,Hound Dogs,16 to 21 inches,46.99,25 to 40 pounds,32,14.62,10 to 13 years,12,2.8,3,2,3,2,4,4,3.67,4,3,4,2,3.4,3,3,4,4,3,3,3.6,4,4,3,4,3,4,3.67,4,3,4,4,https://www.dogtime.com/assets/uploads/2020/07/taiwan-dog-breed-pictures-cover-650x368.jpg
Terripoo,Medium,Mixed Breed Dogs,9 to 15 inches,30.48,10 to 14 pounds,12,5.4,10 to 15 years,12,3.2,5,5,2,1,3,4,4,5,4,3,3,2.2,1,1,3,3,3,1,3.6,4,5,2,4,3,3,4,5,3,4,5,https://www.dogtime.com/assets/uploads/2020/01/terripoo-mixed-dog-breed-pictures-cover-650x368.jpg
